txn_id,policy_id,txn_date,gross_amount,fee_amount,fee_type,is_refund
T0007091,P000008,2025-09-28,16368.1,581.22,Initial,N
T0007092,P001289,2025-12-28,669.35,18.35,Ongoing,N
T0007093,P000783,2025-03-01,-5402.27,-134.3,Ongoing,Y
T0007094,P000775,2025-12-27,10233.43,127.2,Initial,N
T0007095,P001007,2025-03-06,3511.52,102.92,Ongoing,N
T0007096,P001395,2025-12-07,1370.15,43.09,Initial,N
T0007097,P000677,2025-12-22,2345.3,30.39,Initial,N
T0007098,P001107,2025-12-20,5064.1,67.15,Initial,N
T0007099,P000211,2025-12-20,3328.91,32.17,Initial,N
T0007100,P001337,2025-09-03,6267.36,159.69,Ongoing,N
T0007101,P001361,2025-07-01,13677.15,260.12,Initial,N
T0007102,P000490,2024-02-12,3570.78,147.2,Ongoing,N
T0007103,P001427,2025-08-28,13040.05,60.75,Ongoing,N
T0007104,P000639,2025-12-19,4480.44,50.6,Ongoing,N
T0007105,P000191,2025-12-08,6445.54,129.69,Ongoing,N
T0007106,P000671,2025-11-03,4475.25,119.27,Ongoing,N
T0007107,P000843,2025-06-02,6580.48,172.39,Initial,N
T0007108,P000335,2025-09-30,7562.77,157.65,Ongoing,N
T0007109,P001111,2025-12-25,8212.8,193.2,Ongoing,N
T0007110,P000579,2025-12-21,4927.54,104.39,Ongoing,N
T0007111,P000062,2025-12-03,342.19,10.43,Ongoing,N
T0007112,P000387,2025-07-04,7914.33,114.26,Ongoing,N
T0007113,P001170,2025-07-09,1016.14,15.82,Initial,N
T0007114,P000153,2025-11-20,3024.47,81.34,Ongoing,N
T0007115,P000619,2025-12-06,725.61,25.92,Initial,N
T0007116,P000698,2024-09-07,19126.74,261.22,Ongoing,N
T0007117,P001373,2025-08-04,6862.61,153.8,Ongoing,N
T0007118,P000178,2025-12-25,3787.08,61.41,Ongoing,N
T0007119,P000847,2025-03-27,15292.58,390.69,Initial,N
T0007120,P000487,2024-11-04,7522.27,26.98,Ongoing,N
T0007121,P001271,2025-02-02,5429.88,89.83,Ongoing,N
T0007122,P001278,2025-12-30,6742.02,96.13,Ongoing,N
T0007123,P000500,2025-12-03,3620.44,60.01,Initial,N
T0007124,P000541,2025-12-26,1823.02,3.65,Ongoing,N
T0007125,P001376,2025-11-11,10601.1,426.64,Ongoing,N
T0007126,P000013,2025-12-25,4643.5,9.29,Ongoing,N
T0007127,P000151,2025-12-26,1203.15,29.79,Ongoing,N
T0007128,P001074,2024-07-30,7375.37,52.08,Ongoing,N
T0007129,P001239,2025-12-17,5078.06,38.35,Initial,N
T0007130,P000991,2025-12-09,19146.13,409.35,Ongoing,N
T0007131,P000644,2025-08-17,6092.57,163.97,Ongoing,N
T0007132,P000372,2025-11-03,1910.57,17.66,Initial,N
T0007133,P001137,2025-01-22,1173.66,10.47,Initial,N
T0007134,P000252,2025-12-09,13513.38,95.28,Ongoing,N
T0007135,P001365,2025-05-13,4670.87,103.45,Initial,N
T0007136,P000053,2025-12-19,2458.62,23.43,Ongoing,N
T0007137,P001154,2025-01-08,2763.54,90.88,Initial,N
T0007138,P000193,2025-10-07,13886.54,117.51,Initial,N
T0007139,P000591,2025-08-30,7168.47,182.21,Ongoing,N
T0007140,P001081,2025-12-29,11822.29,419.06,Ongoing,N
T0007141,P000097,2025-05-16,5979.98,123.72,Initial,N
T0007142,P000198,2025-08-25,2516.7,5.28,Initial,N
T0007143,P000147,2025-02-09,20522.18,492.55,Ongoing,N
T0007144,P001319,2025-07-16,3594.5,63.04,Ongoing,N
T0007145,P000723,2025-12-01,9353.71,183.18,Ongoing,N
T0007146,P000684,2025-02-17,11700.33,419.58,Initial,N
T0007147,P001036,2025-12-18,4939.47,101.34,Ongoing,N
T0007148,P000333,2025-01-15,2017.11,50.7,Ongoing,N
T0007149,P001244,2025-12-08,2856.84,38.22,Ongoing,N
T0007150,P001422,2024-11-18,8448.52,145.26,Initial,N
T0007151,P001366,2025-12-15,7533.06,235.27,Initial,N
T0007152,P000512,2025-03-31,13912.33,297.21,Ongoing,N
T0007153,P000172,2025-06-06,12227.41,279.45,Initial,N
T0007154,P001492,2025-05-19,2293.02,68.82,Initial,N
T0007155,P001190,2025-04-24,15598.24,566.25,Ongoing,N
T0007156,P001194,2025-08-15,2162.58,18.26,Ongoing,N
T0007157,P000564,2025-12-27,7909.63,119.31,Ongoing,N
T0007158,P000512,2025-09-26,34104.07,1179.34,Ongoing,N
T0007159,P001213,2025-12-13,6310.61,251.95,Ongoing,N
T0007160,P001144,2025-08-01,1184.38,20.59,Ongoing,N
T0007161,P000105,2025-11-10,3786.82,86.01,Ongoing,N
T0007162,P000674,2025-12-02,27997.49,658.27,Ongoing,N
T0007163,P000807,2025-11-28,4164.38,93.04,Ongoing,N
T0007164,P001065,2025-09-04,14208.49,319.35,Initial,N
T0007165,P000889,2025-12-07,2286.33,76.93,Ongoing,N
T0007166,P000876,2025-07-21,3697.67,7.4,Initial,N
T0007167,P000677,2025-04-10,4135.8,55.62,Ongoing,N
T0007168,P000321,2025-05-31,23405.62,617.61,Ongoing,N
T0007169,P000335,2024-12-20,3847.77,57.86,Ongoing,N
T0007170,P001184,2025-11-19,1087.51,24.87,Ongoing,N
T0007171,P000264,2024-11-17,33043.69,1019.92,Ongoing,N
T0007172,P000865,2025-12-24,5895.67,212.25,Initial,N
T0007173,P000352,2024-04-11,8297.68,188.98,Ongoing,N
T0007174,P001234,2025-04-13,1359.01,47.42,Ongoing,N
T0007175,P001406,2025-06-29,6040.32,129.38,Initial,N
T0007176,P000676,2024-07-16,4990.43,84.66,Initial,N
T0007177,P000919,2025-10-31,2268.77,10.37,Ongoing,N
T0007178,P000005,2025-12-22,8386.38,83.59,Ongoing,N
T0007179,P000034,2025-02-24,1255.01,25.16,Initial,N
T0007180,P001169,2025-12-02,2256.02,45.7,Initial,N
T0007181,P000351,2025-05-03,12959.23,288.92,Ongoing,N
T0007182,P000583,2024-09-18,2749.94,105.5,Initial,N
T0007183,P000465,2025-08-19,3312.02,91.12,Ongoing,N
T0007184,P000348,2025-12-21,5281.68,148.12,Ongoing,N
T0007185,P000125,2025-02-06,3649.85,139.72,Initial,N
T0007186,P001295,2025-07-17,8541.65,140.39,Ongoing,N
T0007187,P000357,2025-12-19,5657.76,84.36,Ongoing,N
T0007188,P000527,2024-09-05,1472.45,47.45,Ongoing,N
T0007189,P000498,2025-12-27,2730.12,67.87,Ongoing,N
T0007190,P001177,2025-12-11,2503.81,48.97,Ongoing,N
T0007191,P000053,2025-12-04,3392.33,65.79,Ongoing,N
T0007192,P000149,2024-10-25,5375.36,98.26,Ongoing,N
T0007193,P000503,2025-07-06,6279.4,119.25,Ongoing,N
T0007194,P000870,2025-03-13,739.26,14.76,Initial,N
T0007195,P001474,2025-02-25,11159.51,190.0,Ongoing,N
T0007196,P000219,2025-12-08,4570.17,116.79,Ongoing,N
T0007197,P001301,2025-01-06,2005.57,55.08,Initial,N
T0007198,P000452,2025-09-05,10528.66,151.12,Ongoing,N
T0007199,P001452,2025-03-18,911.9,26.47,Ongoing,N
T0007200,P000083,2025-12-27,1393.29,10.15,Initial,N
T0007201,P001242,2024-12-31,26992.78,675.83,Initial,N
T0007202,P000738,2025-12-01,5525.03,141.1,Initial,N
T0007203,P000527,2024-09-14,-2724.94,-52.22,Ongoing,Y
T0007204,P000404,2025-12-06,5360.43,110.28,Ongoing,N
T0007205,P000290,2025-05-03,4250.3,75.08,Ongoing,N
T0007206,P000420,2025-12-17,5057.46,1011.49,Ongoing,N
T0007207,P000339,2025-12-22,7268.52,145.41,Ongoing,N
T0007208,P000777,2025-06-16,4194.71,60.98,Ongoing,N
T0007209,P000711,2025-11-01,6527.33,204.93,Ongoing,N
T0007210,P000987,2025-12-09,4331.12,8.66,Ongoing,N
T0007211,P000959,2025-08-17,2548.62,47.54,Initial,N
T0007212,P001443,2025-12-16,2028.69,4.06,Initial,N
T0007213,P001231,2025-01-22,14118.78,132.17,Initial,N
T0007214,P000686,2025-12-01,8249.65,117.41,Initial,N
T0007215,P001289,2025-12-24,11267.19,376.28,Ongoing,N
T0007216,P001060,2025-12-26,4929.6,155.46,Ongoing,N
T0007217,P000373,2025-12-04,5887.21,122.02,Ongoing,N
T0007218,P001283,2025-12-28,4261.21,87.95,Initial,N
T0007219,P000994,2025-04-27,12406.71,376.85,Ongoing,N
T0007220,P000531,2025-12-13,3729.85,116.79,Ongoing,N
T0007221,P000924,2025-07-16,2236.74,31.88,Ongoing,N
T0007222,P000023,2025-02-04,7457.85,199.33,Initial,N
T0007223,P000104,2025-12-11,4351.57,45.41,Ongoing,N
T0007224,P000241,2024-08-20,6002.52,96.67,Initial,N
T0007225,P001005,2025-12-22,8681.07,225.2,Ongoing,N
T0007226,P000903,2024-12-06,3092.39,41.51,Ongoing,N
T0007227,P001277,2025-12-16,4125.17,67.86,Ongoing,N
T0007228,P001166,2025-12-31,3834.03,13.08,Ongoing,N
T0007229,P000814,2025-04-02,13758.78,337.2,Initial,N
T0007230,P000655,2024-05-28,4971.39,55.55,Initial,N
T0007231,P001475,2025-08-11,5569.73,65.66,Ongoing,N
T0007232,P000783,2025-11-07,1948.56,65.38,Ongoing,N
T0007233,P000307,2025-12-25,8818.75,115.76,Initial,N
T0007234,P000008,2025-07-14,6922.18,190.53,Ongoing,N
T0007235,P001093,2025-12-19,2519.48,78.08,Initial,N
T0007236,P000575,2024-10-28,22888.61,667.73,Initial,N
T0007237,P001092,2025-02-21,6436.6,112.69,Initial,N
T0007238,P000912,2025-10-29,2984.27,46.94,Ongoing,N
T0007239,P001432,2025-12-22,4903.57,53.29,Ongoing,N
T0007240,P000518,2024-09-07,3659.72,8.73,Ongoing,N
T0007241,P001143,2025-12-13,16900.55,468.52,Initial,N
T0007242,P001055,2025-12-29,10368.68,277.59,Initial,N
T0007243,P000483,2025-12-14,7067.26,175.05,Ongoing,N
T0007244,P000207,2025-08-19,19408.7,38.82,Initial,N
T0007245,P000669,2024-09-16,2141.83,39.04,Initial,N
T0007246,P000579,2025-12-27,9142.76,240.41,Ongoing,N
T0007247,P000387,2024-09-25,7614.43,250.25,Ongoing,N
T0007248,P000412,2025-08-15,4087.29,93.96,Ongoing,N
T0007249,P001394,2024-09-09,4101.92,89.99,Initial,N
T0007250,P001377,2025-07-20,10286.04,135.89,Ongoing,N
T0007251,P001360,2025-02-21,9700.29,230.73,Ongoing,N
T0007252,P000891,2025-12-17,1575.29,27.77,Ongoing,N
T0007253,P000906,2024-07-30,21018.04,267.06,Initial,N
T0007254,P001313,2024-12-25,12261.35,103.31,Ongoing,N
T0007255,P000963,2025-02-27,3923.62,41.37,Ongoing,N
T0007256,P000965,2025-02-02,2609.73,60.67,Initial,N
T0007257,P000140,2025-12-29,11948.45,2389.69,Ongoing,N
T0007258,P000300,2025-12-12,7310.89,124.72,Ongoing,N
T0007259,P001037,2025-12-14,8717.83,288.37,Ongoing,N
T0007260,P000664,2025-07-05,7759.58,43.91,Initial,N
T0007261,P001452,2025-08-15,12986.14,318.06,Initial,N
T0007262,P000825,2024-03-11,9747.33,248.28,Ongoing,N
T0007263,P000400,2025-12-09,3206.38,54.79,Ongoing,N
T0007264,P000992,2025-08-14,3059.58,80.23,Ongoing,N
T0007265,P001133,2025-12-10,-6533.91,-118.39,Ongoing,Y
T0007266,P001380,2024-11-30,30693.22,857.96,Ongoing,N
T0007267,P000149,2024-10-18,4359.75,40.63,Ongoing,N
T0007268,P000307,2025-12-08,6571.5,255.57,Initial,N
T0007269,P001084,2024-06-17,10053.5,345.56,Ongoing,N
T0007270,P000435,2024-06-15,3514.43,7.03,Ongoing,N
T0007271,P000021,2025-12-14,9302.02,295.1,Initial,N
T0007272,P000875,2025-10-17,4970.04,70.72,Initial,N
T0007273,P000382,2024-11-24,-13358.62,-458.54,Initial,Y
T0007274,P000245,2024-05-08,2308.45,69.46,Ongoing,N
T0007275,P001097,2025-12-14,31291.75,285.64,Ongoing,N
T0007276,P001473,2024-09-20,3827.65,98.57,Ongoing,N
T0007277,P001100,2025-12-07,7458.97,96.9,Ongoing,N
T0007278,P000698,2024-01-28,4934.0,125.23,Ongoing,N
T0007279,P000590,2025-12-26,2073.68,42.43,Ongoing,N
T0007280,P000390,2025-12-02,9572.07,121.61,Ongoing,N
T0007281,P001366,2025-12-11,3978.06,26.38,Initial,N
T0007282,P001314,2024-10-13,7484.4,166.91,Ongoing,N
T0007283,P000568,2025-12-21,2580.9,63.6,Ongoing,N
T0007284,P001355,2025-12-11,3992.4,73.55,Initial,N
T0007285,P000259,2025-12-08,3883.3,47.6,Initial,N
T0007286,P000426,2024-06-19,7634.95,115.81,Ongoing,N
T0007287,P001030,2025-12-28,6287.22,56.82,Initial,N
T0007288,P000006,2025-02-26,4267.25,116.76,Ongoing,N
T0007289,P000191,2025-12-09,3655.71,7.31,Ongoing,N
T0007290,P000148,2025-12-26,6322.87,186.63,Initial,N
T0007291,P000405,2025-12-26,5757.0,110.77,Ongoing,N
T0007292,P000258,2023-11-18,5448.73,137.4,Ongoing,N
T0007293,P000730,2025-10-21,23753.19,622.28,Initial,N
T0007294,P000090,2024-09-22,7643.03,161.83,Ongoing,N
T0007295,P000824,2025-06-04,22907.66,368.81,Ongoing,N
T0007296,P000010,2025-12-01,4648.94,144.4,Initial,N
T0007297,P001111,2025-12-29,4728.06,13.46,Initial,N
T0007298,P000838,2025-06-05,3280.21,108.31,Ongoing,N
T0007299,P001175,2025-12-13,6257.44,54.86,Ongoing,N
T0007300,P000988,2025-08-06,3787.53,63.42,Ongoing,N
T0007301,P000625,2025-12-28,3379.47,115.96,Initial,N
T0007302,P000030,2025-12-09,1074.66,45.45,Ongoing,N
T0007303,P000128,2025-04-30,15877.78,346.45,Initial,N
T0007304,P001102,2024-01-06,3616.96,23.34,Ongoing,N
T0007305,P000421,2024-08-20,15994.13,456.46,Ongoing,N
T0007306,P001079,2024-05-27,4550.54,89.23,Ongoing,N
T0007307,P000305,2024-09-22,8231.04,77.2,Initial,N
T0007308,P000546,2024-09-02,5215.76,115.75,Ongoing,N
T0007309,P001129,2024-09-25,6848.33,47.27,Initial,N
T0007310,P001196,2025-07-21,2192.44,48.13,Initial,N
T0007311,P000022,2025-10-31,-12655.92,-136.65,Ongoing,Y
T0007312,P001311,2025-03-15,3664.8,7.33,Ongoing,N
T0007313,P000391,2025-12-23,10306.62,34.86,Ongoing,N
T0007314,P000617,2025-09-26,1527.62,21.27,Ongoing,N
T0007315,P000149,2024-04-25,2687.57,67.24,Ongoing,N
T0007316,P001296,2024-11-22,6617.19,215.33,Ongoing,N
T0007317,P000299,2025-05-16,4311.73,147.79,Ongoing,N
T0007318,P000172,2025-08-11,7083.27,34.57,Ongoing,N
T0007319,P000047,2025-12-14,-5802.63,-103.02,Ongoing,Y
T0007320,P000626,2025-12-01,21212.69,294.81,Ongoing,N
T0007321,P000207,2025-12-02,7572.48,143.4,Ongoing,N
T0007322,P000453,2024-09-01,3476.76,118.57,Ongoing,N
T0007323,P001419,2024-12-16,3588.22,77.55,Initial,N
T0007324,P000925,2025-08-20,-12878.34,-369.32,Initial,Y
T0007325,P000754,2025-05-09,1447.11,60.94,Ongoing,N
T0007326,P001325,2025-12-25,7687.54,33.45,Ongoing,N
T0007327,P000708,2025-12-03,2012.99,30.7,Ongoing,N
T0007328,P001009,2023-12-13,11936.81,306.92,Initial,N
T0007329,P000676,2025-08-16,3478.0,78.83,Ongoing,N
T0007330,P001200,2025-12-28,7487.49,228.27,Initial,N
T0007331,P000855,2025-12-10,5063.2,81.83,Ongoing,N
T0007332,P000783,2025-03-06,1620.75,35.75,Initial,N
T0007333,P001134,2025-10-17,8203.01,102.03,Ongoing,N
T0007334,P000684,2025-12-06,2760.89,84.59,Ongoing,N
T0007335,P000963,2024-12-17,9334.57,190.62,Ongoing,N
T0007336,P000864,2024-11-28,2204.82,75.05,Ongoing,N
T0007337,P001226,2025-12-08,5964.93,203.47,Ongoing,N
T0007338,P000168,2025-12-03,5070.79,36.43,Ongoing,N
T0007339,P000086,2024-07-26,3034.9,108.19,Ongoing,N
T0007340,P000849,2025-12-09,14821.0,434.42,Ongoing,N
T0007341,P001075,2024-04-25,5048.44,93.07,Ongoing,N
T0007342,P001136,2025-12-16,-3507.56,-99.66,Ongoing,Y
T0007343,P001487,2024-04-20,6241.68,93.13,Initial,N
T0007344,P000442,2025-12-05,1533.72,51.55,Ongoing,N
T0007345,P000271,2025-08-20,34939.0,733.43,Ongoing,N
T0007346,P000344,2025-12-28,2062.02,59.55,Ongoing,N
T0007347,P001207,2025-05-07,7642.14,104.63,Ongoing,N
T0007348,P000503,2025-08-10,5161.04,117.76,Initial,N
T0007349,P001034,2025-12-12,12636.47,364.68,Ongoing,N
T0007350,P000494,2025-12-28,5666.56,130.77,Ongoing,N
T0007351,P001258,2025-11-25,2949.43,75.55,Ongoing,N
T0007352,P001322,2025-11-18,1111.67,13.79,Ongoing,N
T0007353,P000244,2025-12-13,1183.13,27.27,Initial,N
T0007354,P001375,2025-04-07,4062.62,50.6,Ongoing,N
T0007355,P000267,2025-08-25,14709.87,291.5,Ongoing,N
T0007356,P000893,2025-12-26,1289.85,19.44,Initial,N
T0007357,P000201,2024-06-04,21579.41,387.43,Ongoing,N
T0007358,P000239,2024-12-13,11725.84,29.12,Ongoing,N
T0007359,P001358,2025-09-28,1670.75,33.86,Ongoing,N
T0007360,P000915,2025-12-14,2062.88,39.04,Initial,N
T0007361,P001439,2024-12-01,2236.03,10.84,Ongoing,N
T0007362,P000969,2025-12-13,6244.33,146.2,Initial,N
T0007363,P000484,2025-01-07,4698.63,132.78,Ongoing,N
T0007364,P001461,2025-09-15,4560.09,105.58,Ongoing,N
T0007365,P000246,2025-12-13,3282.28,91.43,Ongoing,N
T0007366,P001032,2024-09-18,5667.77,83.49,Ongoing,N
T0007367,P000152,2025-12-12,9601.81,171.61,Ongoing,N
T0007368,P001416,2025-11-15,4435.7,92.0,Ongoing,N
T0007369,P000211,2025-12-09,2892.45,62.07,Ongoing,N
T0007370,P000367,2025-12-03,10869.17,21.74,Ongoing,N
T0007371,P000944,2024-10-24,4117.17,44.43,Ongoing,N
T0007372,P000086,2025-09-21,7643.23,229.48,Ongoing,N
T0007373,P001079,2025-05-20,4537.28,55.25,Ongoing,N
T0007374,P000446,2025-12-29,11708.07,205.25,Ongoing,N
T0007375,P000620,2025-12-16,13181.83,256.77,Ongoing,N
T0007376,P000304,2024-11-02,12818.44,84.56,Ongoing,N
T0007377,P000132,2025-12-22,3160.54,113.15,Ongoing,N
T0007378,P001445,2025-07-04,3134.75,61.71,Ongoing,N
T0007379,P000904,2025-12-10,9887.15,113.06,Initial,N
T0007380,P001409,2024-03-22,4667.31,123.61,Ongoing,N
T0007381,P000988,2025-01-11,4782.11,81.45,Ongoing,N
T0007382,P001222,2025-12-06,2818.81,58.03,Ongoing,N
T0007383,P000047,2025-12-04,15177.07,517.36,Ongoing,N
T0007384,P000757,2025-12-17,11298.15,164.82,Ongoing,N
T0007385,P001227,2025-07-08,4468.53,140.44,Ongoing,N
T0007386,P001285,2024-02-19,2932.72,48.62,Ongoing,N
T0007387,P000690,2024-08-13,2830.68,58.55,Initial,N
T0007388,P001048,2025-10-06,5467.58,125.93,Ongoing,N
T0007389,P000687,2024-11-11,6697.01,110.86,Ongoing,N
T0007390,P000786,2025-06-18,2465.28,24.24,Ongoing,N
T0007391,P000340,2023-11-24,1815.48,44.54,Ongoing,N
T0007392,P000412,2025-11-30,5238.15,163.51,Ongoing,N
T0007393,P001285,2024-06-11,9815.62,257.84,Ongoing,N
T0007394,P000286,2025-12-28,5213.81,135.45,Ongoing,N
T0007395,P001110,2025-04-09,4025.91,62.1,Ongoing,N
T0007396,P000850,2025-10-05,1990.22,53.5,Ongoing,N
T0007397,P000430,2025-11-16,2959.6,69.79,Ongoing,N
T0007398,P000031,2025-12-14,9924.19,284.12,Ongoing,N
T0007399,P000603,2025-06-05,1803.41,37.85,Ongoing,N
T0007400,P000440,2023-12-23,20295.99,527.04,Ongoing,N
T0007401,P000985,2024-04-06,5260.9,79.8,Ongoing,N
T0007402,P001373,2025-02-24,1381.51,37.24,Initial,N
T0007403,P000412,2024-06-21,7350.99,54.42,Ongoing,N
T0007404,P000528,2025-02-10,7045.73,117.34,Ongoing,N
T0007405,P000310,2024-09-29,3463.05,45.11,Ongoing,N
T0007406,P000949,2025-12-10,10419.59,520.98,Initial,N
T0007407,P001420,2025-12-12,2993.26,79.39,Ongoing,N
T0007408,P001362,2025-05-24,8148.5,74.66,Initial,N
T0007409,P000674,2025-08-21,4779.9,955.98,Ongoing,N
T0007410,P000437,2025-12-04,3917.19,9.96,Ongoing,N
T0007411,P000704,2025-12-02,14391.54,123.81,Initial,N
T0007412,P000663,2025-12-02,10794.98,124.28,Initial,N
T0007413,P000365,2024-10-15,2026.43,20.76,Ongoing,N
T0007414,P000923,2025-12-08,6662.44,102.13,Ongoing,N
T0007415,P000113,2025-12-28,22354.03,633.63,Ongoing,N
T0007416,P000176,2025-02-27,14692.72,264.6,Ongoing,N
T0007417,P001173,2025-06-22,2374.41,64.42,Ongoing,N
T0007418,P001202,2025-01-18,17619.89,164.73,Ongoing,N
T0007419,P000936,2025-07-21,10342.63,167.29,Ongoing,N
T0007420,P000382,2025-05-31,2124.18,22.56,Ongoing,N
T0007421,P001247,2025-07-05,5803.06,141.75,Initial,N
T0007422,P001283,2025-12-15,7202.11,131.0,Ongoing,N
T0007423,P001213,2025-10-24,2076.53,78.35,Initial,N
T0007424,P000306,2025-11-02,8646.2,114.96,Ongoing,N
T0007425,P001402,2024-04-08,34331.03,329.71,Ongoing,N
T0007426,P000602,2025-10-11,14649.78,336.47,Initial,N
T0007427,P000343,2025-12-27,5594.79,102.04,Ongoing,N
T0007428,P000156,2025-03-06,3924.14,98.2,Ongoing,N
T0007429,P000712,2025-07-11,6391.41,123.89,Initial,N
T0007430,P001079,2024-12-08,2252.57,41.88,Ongoing,N
T0007431,P001466,2024-05-20,3354.19,44.68,Ongoing,N
T0007432,P001224,2025-12-10,1023.09,17.7,Initial,N
T0007433,P000403,2025-12-14,6958.0,32.73,Initial,N
T0007434,P000614,2025-12-05,3751.83,119.97,Initial,N
T0007435,P000797,2025-04-20,8058.17,263.48,Ongoing,N
T0007436,P000623,2025-09-03,5408.98,158.89,Initial,N
T0007437,P000603,2025-08-11,2189.34,33.76,Initial,N
T0007438,P000177,2025-12-12,-5769.79,-79.15,Ongoing,Y
T0007439,P000449,2025-05-10,2777.27,69.41,Initial,N
T0007440,P000743,2025-12-07,-18478.19,-193.72,Ongoing,Y
T0007441,P000301,2025-09-03,2502.92,78.51,Initial,N
T0007442,P000707,2025-11-28,3374.29,6.75,Initial,N
T0007443,P000307,2025-12-02,2184.46,33.82,Ongoing,N
T0007444,P000751,2025-12-17,2038.2,19.07,Initial,N
T0007445,P000869,2025-12-16,5034.4,163.46,Initial,N
T0007446,P001291,2025-03-30,1814.58,55.77,Ongoing,N
T0007447,P000214,2025-03-07,4228.85,108.44,Initial,N
T0007448,P000483,2025-12-20,6932.79,271.46,Ongoing,N
T0007449,P001286,2025-06-09,3501.98,70.39,Initial,N
T0007450,P001091,2025-12-04,843.58,22.2,Ongoing,N
T0007451,P000133,2025-12-14,14287.91,57.5,Initial,N
T0007452,P000512,2024-08-10,6083.08,102.19,Ongoing,N
T0007453,P000211,2025-12-27,6141.71,129.59,Ongoing,N
T0007454,P000988,2025-10-17,4082.03,44.22,Ongoing,N
T0007455,P000987,2025-12-09,9402.35,212.07,Ongoing,N
T0007456,P000717,2025-03-19,10408.69,20.82,Ongoing,N
T0007457,P000253,2025-08-03,11275.38,281.9,Ongoing,N
T0007458,P000038,2024-08-14,6093.5,95.39,Ongoing,N
T0007459,P001067,2023-12-31,1634.71,19.82,Ongoing,N
T0007460,P000629,2025-12-24,6796.33,186.45,Ongoing,N
T0007461,P001429,2024-05-02,6087.22,210.85,Ongoing,N
T0007462,P000987,2025-12-16,3168.71,91.63,Ongoing,N
T0007463,P000046,2025-12-14,2587.68,30.76,Initial,N
T0007464,P001478,2025-12-12,7588.81,202.48,Ongoing,N
T0007465,P000305,2025-12-14,4625.46,80.67,Ongoing,N
T0007466,P000233,2025-07-17,3597.17,112.57,Initial,N
T0007467,P000245,2024-07-10,18730.81,416.03,Ongoing,N
T0007468,P000760,2025-12-26,8410.48,44.19,Ongoing,N
T0007469,P001319,2025-11-14,6957.87,122.32,Ongoing,N
T0007470,P000839,2025-12-28,13026.56,153.03,Initial,N
T0007471,P001407,2025-12-21,6401.6,78.28,Initial,N
T0007472,P000158,2025-02-25,2798.15,46.87,Initial,N
T0007473,P001429,2024-04-28,3598.69,81.84,Initial,N
T0007474,P001025,2025-12-15,8826.86,256.69,Ongoing,N
T0007475,P000217,2024-06-18,8102.04,119.47,Ongoing,N
T0007476,P000928,2024-11-15,7023.74,225.65,Ongoing,N
T0007477,P000507,2025-12-22,1977.99,5.89,Initial,N
T0007478,P000761,2024-03-16,9420.89,109.48,Initial,N
T0007479,P000904,2025-11-11,4665.68,188.88,Ongoing,N
T0007480,P000581,2024-08-16,7942.26,68.1,Ongoing,N
T0007481,P001054,2025-10-15,2529.73,82.25,Ongoing,N
T0007482,P000627,2025-10-07,23690.45,467.65,Ongoing,N
T0007483,P000520,2025-08-17,5990.9,115.57,Ongoing,N
T0007484,P000275,2025-12-13,3519.11,103.3,Initial,N
T0007485,P000492,2025-12-12,8241.59,230.37,Ongoing,N
T0007486,P000827,2025-02-14,9763.89,325.5,Initial,N
T0007487,P000951,2025-04-04,8162.14,143.08,Ongoing,N
T0007488,P000926,2025-09-01,2217.55,47.52,Ongoing,N
T0007489,P000847,2024-08-31,12260.45,214.53,Ongoing,N
T0007490,P001060,2025-12-29,3729.81,33.12,Initial,N
T0007491,P001335,2025-04-25,4851.89,105.32,Ongoing,N
T0007492,P001068,2025-03-28,839.66,15.41,Initial,N
T0007493,P001179,2025-12-02,3390.59,6.78,Initial,N
T0007494,P001101,2025-02-21,3373.55,104.9,Ongoing,N
T0007495,P001462,2025-05-16,7047.91,151.4,Ongoing,N
T0007496,P001456,2025-12-14,3229.24,41.97,Ongoing,N
T0007497,P000039,2025-04-20,1343.08,31.33,Ongoing,N
T0007498,P000239,2025-01-06,5973.42,88.16,Initial,N
T0007499,P001037,2025-12-25,4022.49,88.55,Initial,N
T0007500,P000122,2025-06-07,2743.97,92.94,Initial,N
T0007501,P000144,2025-12-29,5271.24,126.44,Ongoing,N
T0007502,P000684,2024-11-08,1183.47,17.91,Ongoing,N
T0007503,P000455,2025-10-29,8073.71,78.24,Ongoing,N
T0007504,P000368,2025-12-18,4246.11,54.59,Ongoing,N
T0007505,P000759,2025-12-02,3968.56,111.6,Ongoing,N
T0007506,P000247,2025-03-18,10532.7,204.7,Ongoing,N
T0007507,P000923,2025-12-30,3201.4,81.95,Initial,N
T0007508,P001069,2025-12-20,6044.63,103.99,Ongoing,N
T0007509,P000765,2025-12-25,4431.03,47.26,Ongoing,N
T0007510,P000375,2025-12-16,64392.84,1673.57,Ongoing,N
T0007511,P001315,2025-12-17,7264.25,86.52,Initial,N
T0007512,P000207,2025-09-17,1972.06,31.4,Initial,N
T0007513,P000519,2025-12-13,19965.66,154.95,Ongoing,N
T0007514,P000242,2025-12-24,11320.78,120.54,Initial,N
T0007515,P001138,2025-09-15,5094.77,147.53,Ongoing,N
T0007516,P000819,2025-03-27,3463.86,105.57,Initial,N
T0007517,P000302,2025-12-23,1700.88,52.58,Ongoing,N
T0007518,P001300,2025-12-30,6935.65,214.65,Ongoing,N
T0007519,P001120,2024-12-15,2863.71,47.14,Ongoing,N
T0007520,P001318,2024-12-09,2430.92,64.79,Ongoing,N
